codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;cap;sigla_provincia;denominazione_provincia;tipologia_provincia;codice_regione;denominazione_regione;tipologia_regione;ripartizione_geografica;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq
001165;Noasca;Noasca;;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;F906;45,4542767;7,3147200;78,2832
001166;Nole;Nole;;10076;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;F925;45,2421626;7,5745341;11,1980
001167;Nomaglio;Nomaglio;;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;F927;45,5351902;7,8597546;3,1131
001168;None;None;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;F931;44,9323135;7,5412404;24,6858
001169;Novalesa;Novalesa;;10050;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;F948;45,1875238;7,0146266;28,7921
001170;Oglianico;Oglianico;;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G010;45,3426372;7,6927590;6,2768
001171;Orbassano;Orbassano;;10043;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G087;45,0070492;7,5369689;22,1491
001172;"Orio Canavese";"Orio Canavese";;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G109;45,3284705;7,8603204;7,1912
001173;Osasco;Osasco;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G151;44,8494947;7,3429993;5,6143
001174;Osasio;Osasio;;10040;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G152;44,8694831;7,6076093;4,9401
001175;Oulx;Oulx;;10056;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G196;45,0312715;6,8322431;99,5177
001176;Ozegna;Ozegna;;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G202;45,3489931;7,7432096;5,4178
001177;"Palazzo Canavese";"Palazzo Canavese";;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G262;45,4577007;7,9782036;5,1450
001178;Pancalieri;Pancalieri;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G303;44,8304877;7,5881886;15,4009
001179;Parella;Parella;;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G330;45,4300035;7,7909823;2,7322
001180;Pavarolo;Pavarolo;;10020;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G387;45,0686502;7,8352060;4,4638
001181;"Pavone Canavese";"Pavone Canavese";;10018;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G392;45,4352456;7,8539878;11,4805
001183;"Pecetto Torinese";"Pecetto Torinese";;10020;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G398;45,0185761;7,7486286;9,2476
001184;"Perosa Argentina";"Perosa Argentina";;10063;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G463;44,9581802;7,1922752;25,9475
001185;"Perosa Canavese";"Perosa Canavese";;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G462;45,3971383;7,8292811;4,6306
001186;Perrero;Perrero;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G465;44,9374383;7,1152518;63,1720
001187;Pertusio;Pertusio;;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G477;45,3532858;7,6388871;3,8854
001188;Pessinetto;Pessinetto;;10070;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G505;45,2905289;7,4028414;5,6202
001189;Pianezza;Pianezza;;10044;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G559;45,1007066;7,5465646;16,4082
001190;Pinasca;Pinasca;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G672;44,9426379;7,2277062;34,9661
001191;Pinerolo;Pinerolo;;10064;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G674;44,8873333;7,3320503;49,9877
001192;"Pino Torinese";"Pino Torinese";;10025;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G678;45,0434900;7,7721855;21,8061
001193;"Piobesi Torinese";"Piobesi Torinese";;10040;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G684;44,9330906;7,6119242;19,3538
001194;Piossasco;Piossasco;;10045;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G691;44,9906200;7,4626508;39,7727
001195;Piscina;Piscina;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G705;44,9194511;7,4259070;9,7560
001196;Piverone;Piverone;;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G719;45,4475126;8,0070956;11,0868
001197;Poirino;Poirino;;10046;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G777;44,9211226;7,8436611;75,6908
001198;Pomaretto;Pomaretto;;10063;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G805;44,9550893;7,1821205;8,5166
001199;"Pont Canavese";"Pont Canavese";;10085;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G826;45,4207259;7,5937483;18,3676
001200;Porte;Porte;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G900;44,8876041;7,2680289;4,4359
001201;Pragelato;Pragelato;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G973;45,0162815;6,9423638;89,0846
001202;Prali;Prali;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G978;44,8892028;7,0487925;72,6308
001203;Pralormo;Pralormo;;10040;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G979;44,8613363;7,9006551;29,9367
001204;Pramollo;Pramollo;;10065;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G982;44,9044962;7,2116611;22,5421
001205;Prarostino;Prarostino;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G986;44,8657846;7,2698904;10,9127
001206;Prascorsano;Prascorsano;;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G988;45,3676358;7,6157409;6,3692
001207;Pratiglione;Pratiglione;;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;G997;45,3537235;7,5961516;8,0238
001208;Quagliuzzo;Quagliuzzo;;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H100;45,4264676;7,7818622;1,9468
001209;Quassolo;Quassolo;;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H120;45,5248927;7,8326743;3,8872
001210;Quincinetto;Quincinetto;;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H127;45,5609053;7,8058246;17,6063
001211;Reano;Reano;;10090;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H207;45,0518058;7,4295710;6,9073
001212;Ribordone;Ribordone;;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H270;45,4315947;7,5023903;43,5611
001213;Rivalba;Rivalba;;10090;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H333;45,1187242;7,8872327;10,7161
001214;"Rivalta di Torino";"Rivalta di Torino";;10040;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H335;45,0345702;7,5233376;25,1163
001215;"Riva presso Chieri";"Riva presso Chieri";;10020;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H337;44,9862982;7,8689799;35,7344
001216;Rivara;Rivara;;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H338;45,3323205;7,6251090;12,4540
001217;"Rivarolo Canavese";"Rivarolo Canavese";;10086;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H340;45,3326602;7,7253461;32,4061
001218;Rivarossa;Rivarossa;;10040;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H344;45,2512937;7,7171498;10,7585
001219;Rivoli;Rivoli;;10098;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H355;45,0701331;7,5338280;29,5165
001220;Robassomero;Robassomero;;10070;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H367;45,1999976;7,5702295;8,5866
001221;"Rocca Canavese";"Rocca Canavese";;10070;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H386;45,3091428;7,5789708;13,9344
001222;Roletto;Roletto;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H498;44,9251935;7,3306731;9,7144
001223;"Romano Canavese";"Romano Canavese";;10090;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H511;45,3913153;7,8678554;11,2427
001224;"Ronco Canavese";"Ronco Canavese";;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H539;45,4994480;7,5456181;96,2584
001225;Rondissone;Rondissone;;10030;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H547;45,2466423;7,9656188;10,8409
001226;Rorà;Rorà;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H554;44,7926007;7,1975782;12,5584
001227;Roure;Roure;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H555;45,0009970;7,1291240;59,6585
001228;Rosta;Rosta;;10090;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H583;45,0713368;7,4640422;8,8569
001229;Rubiana;Rubiana;;10040;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H627;45,1391657;7,3824508;27,0456
001230;Rueglio;Rueglio;;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H631;45,4678999;7,7558044;14,9395
001231;Salassa;Salassa;;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H691;45,3596256;7,6893394;5,0629
001232;Salbertrand;Salbertrand;;10050;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H684;45,0723272;6,8836766;38,4476
001233;"Salerano Canavese";"Salerano Canavese";;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H702;45,4564496;7,8498869;2,1355
001234;"Salza di Pinerolo";"Salza di Pinerolo";;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H734;44,9406925;7,0530248;16,0352
001235;Samone;Samone;;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H753;45,4493270;7,8457639;2,3781
001236;"San Benigno Canavese";"San Benigno Canavese";;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H775;45,2240048;7,7826941;22,2443
001237;"San Carlo Canavese";"San Carlo Canavese";;10070;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H789;45,2481463;7,6102029;20,8112
001238;"San Colombano Belmonte";"San Colombano Belmonte";;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H804;45,3819260;7,6183219;3,6092
001239;"San Didero";"San Didero";;10050;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H820;45,1351318;7,2151984;3,2869
001240;"San Francesco al Campo";"San Francesco al Campo";;10070;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H847;45,2255513;7,6556645;15,0038
001241;Sangano;Sangano;;10090;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H855;45,0262148;7,4504772;6,8081
001242;"San Germano Chisone";"San Germano Chisone";;10065;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H862;44,8986733;7,2408642;15,8806
001243;"San Gillio";"San Gillio";;10040;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H873;45,1420013;7,5338675;8,5727
001244;"San Giorgio Canavese";"San Giorgio Canavese";;10090;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H890;45,3355763;7,7941640;20,2368
001245;"San Giorio di Susa";"San Giorio di Susa";;10050;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H900;45,1283968;7,1775082;19,7443
001246;"San Giusto Canavese";"San Giusto Canavese";;10090;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H936;45,3123452;7,8082940;9,6905
001247;"San Martino Canavese";"San Martino Canavese";;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;H997;45,3944869;7,8183919;9,7520
001248;"San Maurizio Canavese";"San Maurizio Canavese";;10077;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I024;45,2189815;7,6306847;17,2200
001249;"San Mauro Torinese";"San Mauro Torinese";;10099;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I030;45,1030232;7,7663607;12,6388
001250;"San Pietro Val Lemina";"San Pietro Val Lemina";;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I090;44,9073306;7,3135293;12,2964
001251;"San Ponso";"San Ponso";;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I126;45,3508451;7,6675594;1,9194
001252;"San Raffaele Cimena";"San Raffaele Cimena";;10090;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I137;45,1472202;7,8487635;11,3369
001253;"San Sebastiano da Po";"San Sebastiano da Po";;10020;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I152;45,1664892;7,9535600;16,7266
001254;"San Secondo di Pinerolo";"San Secondo di Pinerolo";;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I154;44,8667166;7,2986813;12,1729
001255;"Sant'Ambrogio di Torino";"Sant'Ambrogio di Torino";;10057;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I258;45,0996162;7,3591937;8,5325
001256;"Sant'Antonino di Susa";"Sant'Antonino di Susa";;10050;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I296;45,1071794;7,2735256;9,9452
001257;Santena;Santena;;10026;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I327;44,9488433;7,7725028;16,4538
001258;"Sauze di Cesana";"Sauze di Cesana";;10054;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I465;44,9404219;6,8605526;78,0498
001259;"Sauze d'Oulx";"Sauze d'Oulx";;10050;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I466;45,0280988;6,8582554;17,5152
001260;Scalenghe;Scalenghe;;10060;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I490;44,8883292;7,4979651;31,3834
001261;Scarmagno;Scarmagno;;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I511;45,3858210;7,8408965;8,0046
001262;Sciolze;Sciolze;;10090;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I539;45,0950139;7,8776455;11,3644
001263;Sestriere;Sestriere;;10058;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I692;44,9576328;6,8764939;26,4401
001264;"Settimo Rottaro";"Settimo Rottaro";;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I701;45,4048986;7,9922828;6,3192
001265;"Settimo Torinese";"Settimo Torinese";;10036;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I703;45,1369502;7,7712554;31,2707
001266;"Settimo Vittone";"Settimo Vittone";;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I702;45,5461989;7,8343565;23,2521
001267;Sparone;Sparone;;10080;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I886;45,4133082;7,5442450;30,0701
001268;Strambinello;Strambinello;;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I969;45,4233819;7,7687468;2,1320
001269;Strambino;Strambino;;10019;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;I970;45,3846248;7,8806770;22,5362
001270;Susa;Susa;;10059;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;L013;45,1352774;7,0464163;11,0425
001271;Tavagnasco;Tavagnasco;;10010;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;L066;45,5431713;7,8225983;8,6068
001272;Torino;Torino;;10121;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10122;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10123;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10124;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10125;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10126;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10127;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10128;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10129;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10131;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10132;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10133;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10134;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10135;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10136;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10137;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10138;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10139;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10141;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10142;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10143;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10144;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10145;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10146;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10147;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10148;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10149;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10151;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10152;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10153;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10154;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10155;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001272;Torino;Torino;;10156;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;SI;L219;45,0732891;7,6806958;130,0282
001273;"Torrazza Piemonte";"Torrazza Piemonte";;10037;TO;Torino;"Citta metropolitana";01;Piemonte;"statuto ordinario";Nord-ovest;NO;L238;45,2151575;7,9748498;10,1198
